# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: dc.gov
# Property: dcgov GA4
# ----------------------------------------
# 
# Hostname exactly matches dhs.dc.gov
# Start date: 20250916
# End date: 20251216
Page title and screen class,Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
We are sorry; the page you requested is no longer available. | dhs,/page/suggestions-and-complaints,37,28,1.3214285714285714,10.5,97,0,0
DHS Identifies Possible Compromised Benefits | dhs,/featured-content/dhs-identifies-possible-compromised-benefits,36,26,1.3846153846153846,9.653846153846153,96,0,0
We are sorry; the page you requested is no longer available. | dhs,/about,36,22,1.6363636363636365,2.6363636363636362,102,0,0
Page not found | dhs,/page/economic-security [dhs.dc.gov],35,27,1.2962962962962963,8.11111111111111,113,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/proving-residency,35,25,1.4,6.64,77,0,0
Family-Based Prevention and Interventions | dhs,/page/family-based-prevention-and-interventions,34,29,1.1724137931034482,34.758620689655174,118,0,0
Page not found | dhs,/ERAPApp.,33,24,1.375,18.666666666666668,110,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/food-resources,33,32,1.03125,5.8125,129,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/guidance-furloughed-district-residents-seeking-public-benefits,33,29,1.1379310344827587,8.551724137931034,108,0,0
Homeless Services Reform Act (HSRA) Modernization | dhs,/publication/homeless-services-reform-act-hsra-modernization,32,26,1.2307692307692308,6.615384615384615,104,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/new-fiscal-year-updates,32,26,1.2307692307692308,13.884615384615385,102,0,0
We are sorry; the page you requested is no longer available. | dhs,/service/solutions-ending-homelessness,32,25,1.28,10,98,0,0
Page not found | dhs,/sites/default/files/dc/sites/dhs/,31,23,1.3478260869565217,0.5217391304347826,67,0,0
Landlord Resources | dhs,/page/landlord-resources,30,13,2.3076923076923075,65.46153846153847,76,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/virginia-williams-family-resource-center,30,23,1.3043478260869565,23.73913043478261,100,0,0
Response to COVID-19 | dhs,/page/responsetocovid19,29,25,1.16,25.24,112,0,0
We are sorry; the page you requested is no longer available. | dhs,/service/adult-protective-services,29,24,1.2083333333333333,13.541666666666666,102,0,0
Mayor Bowser to Deploy District Snow Team Ahead of Saturday's Predicted Snowfall | dhs,/release/mayor-bowser-deploy-district-snow-team-ahead-saturdays-predicted-snowfall,27,22,1.2272727272727273,28.818181818181817,90,0,0
Proof of Residency Form - FAQ | dhs,/node/118052,27,24,1.125,6.5,82,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/housing-voucher-application-forms,26,19,1.368421052631579,43.421052631578945,86,0,0
"1015 Half Street, SE, 9th Floor | dhs",/address/1015-half-street-se-9th-floor,25,22,1.1363636363636365,33.77272727272727,84,0,0
Page not found | dhs,/sites/default/files/dc/sites/dhcd/publication/attachments/Form 3 - Housing Provider's Disclosure to Applicant--RY Final.pdf,24,14,1.7142857142857142,7.642857142857143,81,0,0
We are sorry; the page you requested is no longer available. | dhs,/get-involved,24,14,1.7142857142857142,5.071428571428571,66,0,0
We are sorry; the page you requested is no longer available. | dhs,/service/adult-abuse,24,23,1.0434782608695652,8.08695652173913,70,0,0
Services | Page 2 | dhs,/services/tel:2023997093,23,17,1.3529411764705883,16.88235294117647,53,0,0
jonell.thompson | dhs,/users/jonellthompson,23,10,2.3,18.3,66,0,0
"Mayor Bowser Opens The Brooks, Ward 3’s Short-Term Family Housing Program | dhs",/release/mayor-bowser-opens-brooks-ward-3’s-short-term-family-housing-program,22,20,1.1,17.15,84,0,0
Page not found | dhs,/service/ZmluZC1zZX,22,22,1,10.909090909090908,78,0,0
Page not found | dhs,/service/c3VwcGxlbW,22,23,0.9565217391304348,5.782608695652174,69,0,0
TANF Work Requirements | dhs,/publication/tanf-work-requirements,22,21,1.0476190476190477,6.666666666666667,83,0,0
Page not found | dhs,/service/find-,21,14,1.5,20.857142857142858,62,0,0
SNAP Eligibility: Elderly and Disabled Residents | dhs,/am/node/1530016,21,6,3.5,107.66666666666667,54,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/economic-security,21,23,0.9130434782608695,5.217391304347826,99,0,0
We are sorry; the page you requested is no longer available. | dhs,/service/emergency-rental-assistance-program/,21,21,1,1.8095238095238095,85,0,0
Child Tax Credit extended to November 15 | dhs,/page/child-tax-credit-extended-november-15,20,19,1.0526315789473684,17.94736842105263,84,0,0
Partners & Providers COVID-19 Briefings & Updates | dhs,/page/partners-providers-covid-19-briefings-updates,20,15,1.3333333333333333,10.333333333333334,63,0,0
We are sorry; the page you requested is no longer available. | dhs,/featured-content/dhs-benefits-application-survey,20,20,1,0.75,80,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/tracking-dhs-voucher-utilization,19,19,1,2.526315789473684,71,0,0
| Page 4 | dhs,/node,19,20,0.95,4.7,75,0,0
Page not found | dhs,/sites/default/files/dc/sites/dhs/page_content/attachments/Session,18,16,1.125,0.0625,33,0,0
Programa de Transferencia Electrónica de Beneficios ante la Pandemia (P-EBT) | dhs,/page/programa-de-transferencia-electrónica-de-beneficios-ante-la-pandemia-p-ebt,18,17,1.0588235294117647,17.705882352941178,68,0,0
Proof of Residency Form - FAQ | dhs,/publication/proof-residency-form-faq,18,15,1.2,5.866666666666666,53,0,0
The District Introduces Subsidized Non-driver’s Identification Cards for the Homeless | dhs,/release/district-introduces-subsidized-non-driver’s-identification-cards-homeless,18,14,1.2857142857142858,29.428571428571427,58,0,0
COLD.DC.GOV | dhs,/fr/extremeweather,17,15,1.1333333333333333,28.866666666666667,59,0,0
DHS ERAP Application Portal Closing March 10 | dhs,/release/dhs-erap-application-portal-closing-march-10,17,15,1.1333333333333333,7.6,50,0,0
DHS Policies | dhs,/page/dhs-policies,17,15,1.1333333333333333,7.066666666666666,65,0,0
Mayor Bowser and MPD Announce Launch of Juvenile Investigative Response Unit to Continue Driving Down Crime | dhs,/release/mayor-bowser-and-mpd-announce-launch-juvenile-investigative-response-unit-continue-driving,17,11,1.5454545454545454,46.27272727272727,40,0,0
News Room | Page 16 | dhs,/newsroom,17,17,1,2.3529411764705883,66,0,0
Page not found | dhs,/service/bWVkaWNhbC,17,17,1,5.352941176470588,40,0,0
Page not found | dhs,/sites/default/files/dc/sites/dhs/service_content/attachments/ERAP Fact Sheet_0.pdf,17,14,1.2142857142857142,17.714285714285715,70,0,0
Services | dhs,/services/housing-supportive-services,17,7,2.4285714285714284,7,56,0,0
Task Force Meeting Notes and Other Supporting Documents | dhs,/publication/task-force-meeting-notes-and-other-supporting-documents,17,15,1.1333333333333333,3.8666666666666667,59,0,0
"Taylor Street Service Center Closed Tuesday May 10, 2016 | dhs",/release/taylor-street-service-center-closed-tuesday-may-10-2016,17,13,1.3076923076923077,11.461538461538462,46,0,0
The Executive Building | dhs,/address/executive-building,17,17,1,6.176470588235294,68,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/apply-benefits,17,13,1.3076923076923077,22.615384615384617,41,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/districts-heat-emergency-plan,17,7,2.4285714285714284,7,39,0,0
Events | dhs,/calendar/month,16,11,1.4545454545454546,12.363636363636363,58,0,0
Page not found | dhs,/page/cGVybWFuZW,16,14,1.1428571428571428,6.357142857142857,38,0,0
Working Group to Inform a TANF (Temporary Assistance for Needy Families) Hardship Extension Policy for DC | dhs,/release/working-group-inform-tanf-temporary-assistance-needy-families-hardship-extension-policy-dc,16,12,1.3333333333333333,5.666666666666667,62,0,0
Page not found | dhs,/sites/default/files/dc/,15,10,1.5,0.3,34,0,0
Recertification for Benefits | dhs,/am/service/recertification-benefits,15,10,1.5,18.8,47,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/esa-public-benefit-alerts-,15,14,1.0714285714285714,4.642857142857143,52,0,0
| Page 9 | dhs,/node,15,16,0.9375,5.9375,63,0,0
District Announces DC SUN Bucks to Support Families with Students | dhs,/release/district-announces-dc-sun-bucks-support-families-students,14,11,1.2727272727272727,38.18181818181818,44,0,0
News Room | Page 3 | dhs,/newsroom,14,11,1.2727272727272727,8.363636363636363,46,0,0
Office of Migrant Services Mission Anniversary Abstract | dhs,/publication/office-migrant-services-mission-anniversary-abstract,14,14,1,13,61,0,0
Proof of Residency Forms (Multiple Languages) | dhs,/node/118042,14,13,1.0769230769230769,5.538461538461538,45,0,0
Supplemental Nutrition Assistance Program (SNAP) | dhs,/am/service/supplemental-nutrition-assistance-program-snap,14,13,1.0769230769230769,8.692307692307692,47,0,0
We are sorry; the page you requested is no longer available. | dhs,/biography/laura-green-zeilinger,14,14,1,2.0714285714285716,50,0,0
| Page 3 | dhs,/node,14,15,0.9333333333333333,4.266666666666667,55,0,0
DHS Policies | dhs,/node/862282,13,11,1.1818181818181819,8.181818181818182,41,0,0
News Room | Page 2 | dhs,/newsroom,13,12,1.0833333333333333,11.166666666666666,44,0,0
News Room | Page 5 | dhs,/newsroom,13,13,1,4.461538461538462,55,0,0
Page not found | dhs,/service/ZG9tZXN0aW,13,13,1,7.846153846153846,23,0,0
Publications | Page 2 | dhs,/publications,13,10,1.3,7.5,45,0,0
Services | dhs,/services/apply-benefits,13,11,1.1818181818181819,29.181818181818183,44,0,0
Submit a Concern or File an Appeal | dhs,/service/monitoring-and-investigation,13,13,1,3.1538461538461537,53,0,0
We are sorry; the page you requested is no longer available. | dhs,/featured-content/dhs-website-feedback,13,13,1,1.3846153846153846,45,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/low-barrieremergency-shelter-locations,13,13,1,4.3076923076923075,54,0,0
Bowser Administration Expands Services for Residents Experiencing Homelessness During Martin Luther King Jr. Memorial Library Closure | dhs,/release/bowser-administration-expands-services-residents-experiencing-homelessness-during-martin,12,11,1.0909090909090908,16.90909090909091,42,0,0
"Mayor Bowser Celebrates the Completion of The Terrell, Ward 1’s Short Term Family Housing Program and DC’s Final Site | dhs",/release/mayor-bowser-celebrates-completion-terrell-ward-1-short-term-family-housing-program-and,12,10,1.2,41.2,41,0,0
"Mayor Bowser Marks Start of Hypothermia Season, Urges Residents to Stay Vigilant and Support Neighbors in Need of Warmth and Shelter | dhs",/release/mayor-bowser-marks-start-hypothermia-season-urges-residents-stay-vigilant-and-support,12,12,1,10.5,50,0,0
Page not found | dhs,/snap,12,12,1,7,40,0,0
We are sorry; the page you requested is no longer available. | dhs,/ko/storyboard,12,12,1,3.1666666666666665,59,0,0
| Page 5 | dhs,/node,12,16,0.75,3.375,51,0,0
| Page 7 | dhs,/node,12,12,1,1.75,40,0,0
Contact Us | dhs,/es/node/1551571,11,8,1.375,36.5,39,0,0
DC Water Will Offer Unique Assistance Program to Benefit Customers who Rent | dhs,/release/dc-water-will-offer-unique-assistance-program-benefit-customers-who-rent,11,10,1.1,14.1,41,0,0
"Mayor Bowser Activates Heat Emergency Plan for July 31-August 2, 2024 | dhs",/release/mayor-bowser-activates-heat-emergency-plan-july-31-august-2-2024,11,9,1.2222222222222223,14.11111111111111,39,0,0
Mayor Bowser to Cut Ribbon on District’s First LGBTQ+ Shelter for Adults | dhs,/release/mayor-bowser-cut-ribbon-district’s-first-lgbtq-shelter-adults,11,10,1.1,21.3,43,0,0
Modified District Government Services for Christmas Day | dhs,/release/modified-district-government-services-christmas-day,11,11,1,4.7272727272727275,42,0,0
News Room | Page 19 | dhs,/newsroom,11,11,1,5.636363636363637,47,0,0
Page not found | dhs,/service/ZW1lcmdlbm,11,11,1,21.454545454545453,37,0,0
Page not found | dhs,/service/tanf,11,6,1.8333333333333333,25,32,0,0
Publications | dhs,/am/publications,11,5,2.2,34.8,41,0,0
Transitional Housing | dhs,/am/page/transitional-housing,11,1,11,3,21,0,0
We are sorry; the page you requested is no longer available. | dhs,/page/family-transitional-housing,11,11,1,5.545454545454546,31,0,0
We are sorry; the page you requested is no longer available. | dhs,/service/cah-grants,11,7,1.5714285714285714,2,32,0,0
| Page 6 | dhs,/node,11,9,1.2222222222222223,3.888888888888889,37,0,0
| Page 8 | dhs,/node,11,11,1,3.272727272727273,44,0,0
DHS Director and Chief of Staff Receive DoD’s ESGR Patriot Award | dhs,/release/dhs-director-and-chief-staff-receive-dod’s-esgr-patriot-award,10,8,1.25,7.5,38,0,0
Events | dhs,/calendar/year,10,10,1,12.3,32,0,0
Events | dhs,/events,10,10,1,3.2,42,0,0
Executive Office of the Mayor | dhs,/agency/executive-office-of-the-mayor,10,7,1.4285714285714286,20.714285714285715,39,0,0
Homeward DC | dhs,/publication/homeward-dc,10,10,1,2.2,35,0,0
Mayor Bowser Celebrates the Opening of The Aston | dhs,/release/mayor-bowser-celebrates-opening-aston,10,10,1,0.5,33,0,0
Mayor Bowser Cuts Ribbon on District’s First LGBTQ+ Shelter for Adults | dhs,/release/mayor-bowser-cuts-ribbon-districts-first-lgbtq-shelter-adults,10,8,1.25,14.25,40,0,0
Meet our Executive Team | dhs,/es/node/1555356,10,11,0.9090909090909091,9.454545454545455,42,0,0
Modified District Government Services for Thanksgiving | dhs,/release/modified-district-government-services-thanksgiving,10,8,1.25,37.875,29,0,0
Page not found | dhs,/dcaccess,10,8,1.25,1.75,29,0,0
Page not found | dhs,/dhs,10,8,1.25,14,27,0,0
Page not found | dhs,/sites/default/files/dc/sites/,10,7,1.4285714285714286,0.2857142857142857,16,0,0
Page not found | dhs,/sites/default/files/dc/sites/dhs/page_content/attachments/,10,6,1.6666666666666667,0.6666666666666666,20,0,0
Page not found | dhs,/sites/default/files/dc/sites/dhs/service_content/attachments/,10,9,1.1111111111111112,1.1111111111111112,21,0,0
Publications | Page 3 | dhs,/publications,10,9,1.1111111111111112,5.111111111111111,34,0,0
Working Group to Inform a TANF (Temporary Assistance for Need Families) Hardship Extension Policy for DC | dhs,/release/working-group-inform-tanf-temporary-assistance-need-families-hardship-extension-policy-dc,10,6,1.6666666666666667,15.333333333333334,35,0,0
| Page 70 | dhs,/node,10,11,0.9090909090909091,9.363636363636363,44,0,0
Adult Protective Services Annual Report | dhs,/publication/adult-protective-services-annual-report,9,9,1,3.888888888888889,36,0,0
Burial Assistance | dhs,/am/service/burial-assistance,9,7,1.2857142857142858,13.571428571428571,34,0,0
DHS Director Clarence H. Carter Featured in “The Business of Government Hour” | dhs,/release/dhs-director-clarence-h-carter-featured-“-business-government-hour”,9,9,1,6.222222222222222,42,0,0
District Joins Six States in Continuing Food Stamp Benefits Despite Heat and Eat Cuts | dhs,/release/district-joins-six-states-continuing-food-stamp-benefits-despite-heat-and-eat-cuts,9,9,1,30.333333333333332,32,0,0
Domestic Violence Survivor Supports | dhs,/node/142902,9,9,1,28,27,0,0
Economic Security Administration (ESA) FY2020-FY2021 Annual Report | dhs,/publication/economic-security-administration-esa-fy2020-fy2021-annual-report,9,10,0.9,3.9,35,0,0
For Advocates | dhs,/page/advocates,9,9,1,10.666666666666666,41,0,0
Homelessness Prevention & Diversion | dhs,/am/node/1496601,9,9,1,9.777777777777779,33,0,0
Mayor Bowser Prepares for Closure of DC General Shelter | dhs,/release/mayor-bowser-prepares-closure-dc-general-shelter-0,9,9,1,11.11111111111111,41,0,0
Medical Assistance | dhs,/am/service/medical-assistance,9,10,0.9,24.9,32,0,0
Medical Assistance | dhs,/es/service/medical-assistance,9,5,1.8,67.6,28,0,0
News Room | Page 15 | dhs,/newsroom,9,9,1,2.111111111111111,36,0,0
News Room | Page 20 | dhs,/newsroom,9,9,1,0.2222222222222222,31,0,0
Page not found | dhs,/ERAP,9,8,1.125,7,31,0,0
Page not found | dhs,/page/aG93LWFjY2,9,10,0.9,6.2,30,0,0
Page not found | dhs,/sites/default/files/dc/sites/dhs/page_content/,9,4,2.25,0.25,16,0,0
Page not found | dhs,/sites/default/files/dc/sites/dhs/publication/,9,5,1.8,0.8,19,0,0
