# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: dc.gov
# Property: dcgov GA4
# ----------------------------------------
# 
# Hostname exactly matches does.dc.gov
# Start date: 20250916
# End date: 20251216
Page title and screen class,Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
Events | does,/events,13,12,1.0833333333333333,8.333333333333334,48,0,0
Howard University - Training Program | does,/es/node/1745161,13,11,1.1818181818181819,9.090909090909092,54,0,0
Industry Closings and Layoffs WARN Notifications 2015 | does,/page/industry-closings-and-layoffs-warn-notifications-2015-1,13,11,1.1818181818181819,4.7272727272727275,29,0,0
News Room | Page 10 | does,/newsroom,13,13,1,5.923076923076923,47,0,0
News Room | Page 12 | does,/newsroom,13,12,1.0833333333333333,3.9166666666666665,46,0,0
OSHA UPDATE: NEW REPORTING REQUIREMENTS START JANUARY 1. | does,/page/osha-update-new-reporting-requirements-start-january-1,13,11,1.1818181818181819,29.454545454545453,45,0,0
Page not found | does,/page/d2hhdC11bm,13,13,1,8,45,0,0
Training Partnerships for DCAHC | does,/es/node/1745341,13,13,1,14.384615384615385,47,0,0
Washington Metro’s Unemployment Rate at 4.5 percent | does,/release/washington-metro’s-unemployment-rate-45-percent-1,13,10,1.3,16.7,54,0,0
"Washington, DC's Top 20 Gateway Jobs | does",/page/washington-dcs-top-20-gateway-jobs,13,11,1.1818181818181819,128.9090909090909,36,0,0
| Page 8 | does,/node,13,13,1,3.4615384615384617,61,0,0
"441 4th Street, NW | does",/address/441-4th-street-nw,12,11,1.0909090909090908,15.363636363636363,40,0,0
Contact the Benefit Accuracy Measurement Program | does,/page/contact-benefit-accuracy-measurement-program,12,12,1,32.166666666666664,33,0,0
DC Paid Family Leave | does,/page/dc-paid-family-leave/,12,11,1.0909090909090908,19.454545454545453,51,0,0
Events | does,/calendar/year/www.DCNetworks.org,12,10,1.2,14.6,40,0,0
Formación | does,/service/formación,12,9,1.3333333333333333,16.11111111111111,44,0,0
How to Be an Apprentice | does,/am/service/how-be-apprentice,12,8,1.5,134.375,37,0,0
Industry Closings and Layoffs WARN Notifications | does,/page/industry-closings-and-layoffs-warn-notifications-closure 2012,12,11,1.0909090909090908,5.181818181818182,24,0,0
Job Bank Services | does,/am/page/job-bank-services,12,8,1.5,17.75,47,0,0
News Room | Page 11 | does,/newsroom,12,11,1.0909090909090908,6.636363636363637,45,0,0
News Room | Page 22 | does,/newsroom,12,11,1.0909090909090908,6.545454545454546,38,0,0
Rapid Response | does,/es/page/rapid-response,12,11,1.0909090909090908,5.090909090909091,49,0,0
Services | Page 2 | does,/services/wkr_comp.shtm,12,9,1.3333333333333333,40.888888888888886,40,0,0
Trinity Washington University - Training Program | does,/es/node/1745171,12,7,1.7142857142857142,73.71428571428571,32,0,0
We are sorry; the page you requested is no longer available. | does,/node/194882,12,11,1.0909090909090908,4.090909090909091,33,0,0
We are sorry; the page you requested is no longer available. | does,/page/paid-family-leave,12,8,1.5,11,44,0,0
Workers' Compensation FAQs - DOES | does,/node/192372,12,10,1.2,4.7,48,0,0
parrish.schoon | does,/user,12,1,12,56,43,0,0
| Page 10 | does,/node,12,13,0.9230769230769231,4.076923076923077,58,0,0
| Page 15 | does,/node,12,12,1,0,51,0,0
| Page 44 | does,/node,12,12,1,2.0833333333333335,45,0,0
| Page 5 | does,/node,12,12,1,1,45,0,0
Job Seekers | does,/am/page/job-seekers,11,9,1.2222222222222223,12.11111111111111,41,0,0
Medicare Fee Schedule | does,/node/199832,11,8,1.375,20,51,0,0
News Room | Page 19 | does,/newsroom,11,11,1,2.272727272727273,40,0,0
OWC 8 Employer's First Report of Injury or Occupational Disease | does,/node/183252,11,9,1.2222222222222223,5.444444444444445,45,0,0
Occupational Safety and Health FAQs - DOES | does,/node/200722,11,11,1,32.72727272727273,37,0,0
Page not found | does,/page/what-,11,10,1.1,2.2,45,0,0
Page not found | does,/publication,11,6,1.8333333333333333,1.5,28,0,0
Page not found | does,/service/c3RhcnQteW,11,11,1,10.909090909090908,48,0,0
Page not found | does,/service/office-wage-hour,11,10,1.1,7.6,42,0,0
Page not found | does,/service/workplace-posters,11,4,2.75,4.5,29,0,0
Page not found | does,/sites/default/files/dc/sites/,11,8,1.375,7.625,30,0,0
Page not found | does,/sites/default/files/dc/sites/does/page_content/attachments/DC Minimum Wage Poster - English.pdf,11,10,1.1,2.9,39,0,0
Registered Nurse | does,/es/node/1745131,11,10,1.1,7.7,36,0,0
Tipped Workers Coordinating Council | does,/page/tipped-workers-coordinating-council,11,12,0.9166666666666666,75.83333333333333,45,0,0
Washington Metro’s Unemployment Rate at 4.5 percent | does,/release/washington-metro’s-unemployment-rate-45-percent-0,11,7,1.5714285714285714,15.285714285714286,43,0,0
We are sorry; the page you requested is no longer available. | does,/careers,11,6,1.8333333333333333,19.333333333333332,40,0,0
We are sorry; the page you requested is no longer available. | does,/service/american-job-centers-activity-calendar-and-locations,11,9,1.2222222222222223,2,32,0,0
Workforce Wednesdays | does,/page/workforce-wednesdays,11,10,1.1,14.7,36,0,0
| Page 13 | does,/node,11,12,0.9166666666666666,3.0833333333333335,50,0,0
| Page 16 | does,/node,11,11,1,2.272727272727273,39,0,0
| Page 252 | does,/node,11,11,1,2,48,0,0
| Page 7 | does,/node,11,11,1,2.8181818181818183,49,0,0
D.C. Department of Employment Services Announces Major Changes to Unemployment Insurance Programs and Services | does,/release/dc-department-employment-services-announces-major-changes-unemployment-insurance-programs,10,10,1,6.4,39,0,0
District of Columbia Unemployment Rate at 5.3% in January | does,/release/district-columbia-unemployment-rate-53-january,10,8,1.25,18.375,39,0,0
District of Columbia Unemployment Rate at 5.8 Percent in April | does,/release/district-columbia-unemployment-rate-58-percent-april,10,10,1,0,29,0,0
Industry Closings and Layoffs WARN Notifications 2016 | does,/page/industry-closings-and-layoffs-warn-notifications-a2016,10,10,1,3.6,23,0,0
Labor Statistics | does,/am/page/labor-statistics,10,10,1,0.1,31,0,0
Latest Monthly Statistics | does,/node/184512,10,3,3.3333333333333335,5.333333333333333,29,0,0
Mayor Bowser Kicks Off 46th Year of Iconic Mayor Marion S. Barry Summer Youth Employment Program  | does,/release/mayor-bowser-kicks-46th-year-iconic-mayor-marion-s-barry-summer-youth-employment-program ,10,8,1.25,25.125,31,0,0
News Room | Page 17 | does,/newsroom,10,10,1,4.3,38,0,0
News Room | Page 20 | does,/newsroom,10,10,1,3.9,37,0,0
Page not found | does,/does/cwp/view.asp,10,9,1.1111111111111112,3.888888888888889,44,0,0
Page not found | does,/page/office-wage-hour-employees; https:/does.dc.gov/sites/default/files/dc/sites/does/publication/attachments/DOES ASSLA Fact Sheet_0.pdf,10,10,1,6.3,40,0,0
Services | Page 2 | does,/services/b2ZmaWNlLX,10,6,1.6666666666666667,32.166666666666664,27,0,0
Tax and Wage Reporting | does,/publication/tax-and-wage-reporting,10,8,1.25,9.875,37,0,0
We are sorry; the page you requested is no longer available. | does,/page/workplace-business-posters,10,8,1.25,10.25,34,0,0
Workers' Compensation - DOES | does,/am/page/workers-compensation-does,10,11,0.9090909090909091,12.454545454545455,39,0,0
| Page 17 | does,/node,10,10,1,1.6,39,0,0
| Page 1864 | does,/node,10,10,1,4.6,45,0,0
| Page 229 | does,/node,10,10,1,0.9,39,0,0
| Page 254 | does,/node,10,10,1,2.8,43,0,0
| Page 4 | does,/node,10,10,1,2.7,44,0,0
2020 Articles | does,/page/2020-articles,9,8,1.125,3.75,32,0,0
2024-2025 High School Internship Program Applications Launches Today in the District | does,/release/2024-2025-high-school-internship-program-applications-launches-today-district,9,7,1.2857142857142858,9,28,0,0
2025 Quarterly Data | does,/publication/2025-quarterly-data,9,4,2.25,6.75,26,0,0
Appeals | does,/am/page/appeals,9,8,1.125,3,35,0,0
DC Alliance for Healthcare Careers (DCAHC) | does,/es/node/1745321,9,10,0.9,7.7,36,0,0
Department of Employment Services Hosts Two-Day First Source Hiring Event for DC Residents | does,/release/department-employment-services-hosts-two-day-first-source-hiring-event-dc-residents,9,8,1.125,6.375,30,0,0
District of Columbia Unemployment Rate at 5.7% in October | does,/release/district-columbia-unemployment-rate-57-october,9,5,1.8,30.8,29,0,0
Events | does,/calendar/month/2025-12,9,8,1.125,12.25,35,0,0
General UI Information | does,/am/page/general-ui-information,9,6,1.5,112.83333333333333,25,0,0
Grant Opportunities | does,/am/node/1263326,9,9,1,1.5555555555555556,37,0,0
How to Be an Apprentice | does,/fr/service/how-be-apprentice,9,7,1.2857142857142858,4.142857142857143,28,0,0
Industry Closings and Layoffs WARN Notifications 2020 | does,/page/industry-closings-and-layoffs-warn-notifications-2020,9,7,1.2857142857142858,12.714285714285714,31,0,0
Labor Market Information News Release Calendar | does,/publication/labor-market-information-news-release-calendar,9,6,1.5,8.166666666666666,27,0,0
News Room | Page 14 | does,/newsroom,9,10,0.9,7.1,34,0,0
News Room | Page 18 | does,/newsroom,9,9,1,3.6666666666666665,31,0,0
Page not found | does,/service/dc-paid-family-leave,9,7,1.2857142857142858,7.142857142857143,29,0,0
Page not found | does,/sites/default/files/,9,9,1,2,29,0,0
Page not found | does,/sites/default/files/dc/sites/does/page_content/attachments/Noti,9,3,3,29,31,0,0
Page not found | does,/sites/default/files/dc/sites/does/publication/attachments/July 2024-June 2025 Security MW Rate Notice.pdf,9,9,1,0,30,0,0
Page not found | does,/sites/default/files/dc/sites/does/publication/attachments/usbankreliacard.com,9,4,2.25,14,29,0,0
Senior Community Service Employment Program | does,/page/senior-community-service-employment-program-new,9,9,1,16.77777777777778,32,0,0
Services | Page 2 | does,/services/office-wage-hour-compliance,9,7,1.2857142857142858,17.714285714285715,26,0,0
Statistics for Employers | does,/page/statistics-employers,9,9,1,6.222222222222222,28,0,0
Unemployment Compensation | does,/es/page/unemployment-compensation,9,8,1.125,2.125,26,0,0
Unemployment Insurance Benefits Systems Modernization | does,/am/node/1699596,9,9,1,0.8888888888888888,29,0,0
User account | does,/user/password,9,1,9,42,31,0,0
Washington Metro’s Unemployment Rate at 5.6 Percent | does,/release/washington-metro’s-unemployment-rate-56-percent-1,9,7,1.2857142857142858,5.857142857142857,25,0,0
Washington-Arlington-Alexandria DC-VA-MD-WV Metropolitan Statistical Area Long-Term Industry and Occupational Projections | does,/node/184892,9,9,1,2.111111111111111,37,0,0
We are sorry; the page you requested is no longer available. | does,/es/page/pdf-display-test,9,6,1.5,1,28,0,0
We are sorry; the page you requested is no longer available. | does,/page/hbcu-public-service-program,9,7,1.2857142857142858,8.857142857142858,30,0,0
We are sorry; the page you requested is no longer available. | does,/page/high-school-internship-program,9,9,1,0.2222222222222222,30,0,0
We are sorry; the page you requested is no longer available. | does,/page/sustainable-dc-omnibus-amendment-act-2014-0-does,9,7,1.2857142857142858,1.5714285714285714,34,0,0
parrish.schoon | does,/users/parrishschoon,9,1,9,92,24,0,0
| Page 1838 | does,/node,9,9,1,0.6666666666666666,36,0,0
| Page 193 | does,/node,9,9,1,2.6666666666666665,37,0,0
| Page 2 | does,/node,9,9,1,1.5555555555555556,37,0,0
| Page 255 | does,/node,9,10,0.9,3.3,44,0,0
| Page 3 | does,/node,9,9,1,2.6666666666666665,38,0,0
| Page 53 | does,/node,9,9,1,3,37,0,0
| Page 59 | does,/node,9,9,1,2.2222222222222223,34,0,0
| Page 61 | does,/node,9,9,1,3.3333333333333335,43,0,0
American Job Centers - Activity Calendar and Locations | does,/node/159972,8,4,2,111.75,26,0,0
DOES Annual Report | does,/node/1316076,8,7,1.1428571428571428,2.4285714285714284,29,0,0
Effective Job Search Methods Workshop | does,/page/effective-job-search-methods-workshop,8,6,1.3333333333333333,6.666666666666667,25,0,0
Events | does,/calendar/month/2026-02,8,4,2,4,20,0,0
Events | does,/calendar/month/2026-03,8,1,8,133,20,0,0
Events | does,/calendar/year/2026,8,8,1,6.125,34,0,0
Industry Closings and Layoffs WARN Notifications | does,/page/industry-closings-and-layoffs-warn-notifications-updated 2013,8,8,1,4.75,17,0,0
"Job Search, Made Simple | does",/am/service/job-search-made-simple,8,7,1.1428571428571428,12.142857142857142,25,0,0
Mayor Bowser Kicks Off Transformation of Spingarn High School Into New DC Infrastructure Academy | does,/release/mayor-bowser-kicks-transformation-spingarn-high-school-new-dc-infrastructure-academy,8,4,2,87,28,0,0
OWC Quarterly Premium Surcharge Payment Form | does,/node/183282,8,5,1.6,3,34,0,0
Page not found | does,/leap,8,8,1,3.75,29,0,0
Page not found | does,/page/minimum-wage,8,8,1,0,23,0,0
Page not found | does,/service/d2FnZS1hbm,8,8,1,12.375,30,0,0
Page not found | does,/service/unemployment-compensation-federal-employees-ucfe,8,7,1.1428571428571428,15.571428571428571,38,0,0
Page not found | does,/sites/default/files/dc/sites/does/publication/attachments/DOES FY21 PAR Final_0.pdf,8,5,1.6,0,13,0,0
Quarterly Research Snapshot | does,/node/1740021,8,7,1.1428571428571428,5.142857142857143,34,0,0
Reporting Questions | does,/am/service/reporting-questions,8,7,1.1428571428571428,35.57142857142857,33,0,0
Services | Page 2 | does,/services/office-wage-hour-compliance.,8,2,4,177,24,0,0
Washington Metro’s Unemployment Rate at 4.5 percent | does,/release/washington-metro’s-unemployment-rate-45-percent,8,7,1.1428571428571428,1.8571428571428572,28,0,0
We are sorry; the page you requested is no longer available. | does,/biography/dana-mcdaniel,8,8,1,0.75,25,0,0
We are sorry; the page you requested is no longer available. | does,/page/2024-rfa-youth-pathways-healthcare-grant-program,8,8,1,2.5,37,0,0
We are sorry; the page you requested is no longer available. | does,/page/office-wage-hour,8,7,1.1428571428571428,2.7142857142857144,25,0,0
We are sorry; the page you requested is no longer available. | does,/page/pandemic-unemployment-assistance-weekly-benefit-amount-determination,8,3,2.6666666666666665,0,17,0,0
| Page 11 | does,/node,8,8,1,2.375,37,0,0
| Page 1158 | does,/node,8,8,1,4.125,33,0,0
| Page 1181 | does,/node,8,8,1,2.625,36,0,0
| Page 1247 | does,/node,8,8,1,2.5,33,0,0
| Page 1276 | does,/node,8,9,0.8888888888888888,2.3333333333333335,33,0,0
| Page 1379 | does,/node,8,8,1,0.5,29,0,0
| Page 187 | does,/node,8,8,1,0.375,29,0,0
| Page 237 | does,/node,8,8,1,7.625,36,0,0
| Page 245 | does,/node,8,8,1,3.25,34,0,0
| Page 253 | does,/node,8,9,0.8888888888888888,2.4444444444444446,37,0,0
| Page 2547 | does,/node,8,9,0.8888888888888888,1.5555555555555556,33,0,0
| Page 256 | does,/node,8,8,1,2.625,36,0,0
| Page 2595 | does,/node,8,9,0.8888888888888888,7.111111111111111,30,0,0
| Page 2596 | does,/node,8,8,1,3.625,33,0,0
| Page 2611 | does,/node,8,8,1,2.5,33,0,0
| Page 2932 | does,/node,8,8,1,3.625,35,0,0
| Page 366 | does,/node,8,8,1,4.25,36,0,0
| Page 394 | does,/node,8,8,1,1.625,33,0,0
| Page 406 | does,/node,8,8,1,2.125,31,0,0
| Page 441 | does,/node,8,8,1,3.875,33,0,0
| Page 578 | does,/node,8,8,1,1,31,0,0
| Page 844 | does,/node,8,8,1,1,31,0,0
| Page 948 | does,/node,8,9,0.8888888888888888,4.666666666666667,31,0,0
| does,/fr,8,6,1.3333333333333333,21.5,22,0,0
Apprenticeship Sponsors | does,/am/service/apprenticeship-sponsors,7,7,1,3.142857142857143,31,0,0
Articles | does,/fr/page/articles,7,7,1,3.142857142857143,26,0,0
DC Apprenticeship Council Meeting Archive | does,/page/dc-apprenticeship-council-meeting-archive,7,5,1.4,6.6,26,0,0
"District of Columbia, Employment Services Agency Celebrate DC Apprenticeship Week | does",/release/district-columbia-employment-services-agency-celebrate-dc-apprenticeship-week,7,5,1.4,21.4,21,0,0
Employer Tax Information - Unemployment Insurance | does,/fr/service/employer-tax-information-unemployment-insurance,7,5,1.4,30.2,28,0,0
Foreign Labor Certification | does,/fr/page/foreign-labor-certification,7,7,1,2.7142857142857144,34,0,0
Health Careers for DCAHC | does,/es/node/1745331,7,6,1.1666666666666667,11.5,21,0,0
High School Internship Program | does,/es/service/high-school-internship-program,7,7,1,14.142857142857142,27,0,0
Media Inquiries | does,/fr/node/1336411,7,6,1.1666666666666667,2.1666666666666665,27,0,0
Office of Talent & Client Services | does,/es/page/office-talent-client-services,7,5,1.4,17.8,22,0,0
Page not found | does,/page/cmVzb3VyY2,7,7,1,1.7142857142857142,23,0,0
Page not found | does,/service/family-and-medical-leave-act,7,4,1.75,15.5,20,0,0
Page not found | does,/service/file-wage-claim,7,7,1,0,22,0,0
Page not found | does,/sites/default/files/dc/sites/does/publication/attachments/UI Employer Handbook.pdf,7,7,1,1.5714285714285714,22,0,0
Program Model - DCAHC | does,/node/1745336,7,7,1,11.714285714285714,17,0,0
Project Empowerment Program | does,/node/107122,7,5,1.4,350.8,22,0,0
Registration Questions | does,/fr/service/registration-questions,7,6,1.1666666666666667,31.833333333333332,24,0,0
Sample Hazard Communication Program | does,/node/193792,7,8,0.875,27.375,26,0,0
Senior Community Service Employment Program | does,/fr/page/senior-community-service-employment-program-003,7,7,1,64.42857142857143,24,0,0
Senior Community Service Employment Program | does,/fr/page/senior-community-service-employment-program-new,7,6,1.1666666666666667,33.333333333333336,25,0,0
Surgical Technician | does,/es/node/1745126,7,8,0.875,18.25,34,0,0
We are sorry; the page you requested is no longer available. | does,/release/district-columbia-expects-begin-distributing-additional-unemployment-benefits-january,7,3,2.3333333333333335,1,17,0,0
rui_header_responsive | does,/rui_header_responsive,7,7,1,5.142857142857143,29,0,0
| Page 1092 | does,/node,7,7,1,2.142857142857143,28,0,0
| Page 1119 | does,/node,7,7,1,3.2857142857142856,31,0,0
| Page 1137 | does,/node,7,7,1,2.4285714285714284,26,0,0
| Page 1153 | does,/node,7,8,0.875,5.875,34,0,0
| Page 1159 | does,/node,7,8,0.875,3.25,28,0,0
| Page 1191 | does,/node,7,7,1,3.4285714285714284,28,0,0
| Page 1221 | does,/node,7,7,1,0.42857142857142855,26,0,0
| Page 1246 | does,/node,7,7,1,1.2857142857142858,28,0,0
| Page 1248 | does,/node,7,7,1,2.7142857142857144,28,0,0
| Page 1250 | does,/node,7,7,1,3.2857142857142856,28,0,0
| Page 1269 | does,/node,7,7,1,1.8571428571428572,27,0,0
| Page 1273 | does,/node,7,7,1,3.4285714285714284,29,0,0
| Page 1277 | does,/node,7,7,1,1.5714285714285714,27,0,0
| Page 1278 | does,/node,7,7,1,2.142857142857143,29,0,0
| Page 1298 | does,/node,7,8,0.875,3.75,29,0,0
| Page 1337 | does,/node,7,7,1,1.5714285714285714,28,0,0
| Page 14 | does,/node,7,7,1,1.7142857142857142,31,0,0
| Page 1623 | does,/node,7,7,1,1.1428571428571428,26,0,0
| Page 1633 | does,/node,7,7,1,0.7142857142857143,26,0,0
| Page 1656 | does,/node,7,7,1,0,23,0,0
| Page 1744 | does,/node,7,7,1,3.4285714285714284,30,0,0
| Page 1809 | does,/node,7,7,1,3.142857142857143,32,0,0
| Page 188 | does,/node,7,7,1,4.285714285714286,31,0,0
| Page 189 | does,/node,7,7,1,1,30,0,0
| Page 191 | does,/node,7,7,1,2.2857142857142856,28,0,0
| Page 1920 | does,/node,7,7,1,1.1428571428571428,25,0,0
| Page 1925 | does,/node,7,7,1,1.2857142857142858,26,0,0
| Page 202 | does,/node,7,7,1,4.285714285714286,32,0,0
| Page 209 | does,/node,7,7,1,2.142857142857143,28,0,0
| Page 21 | does,/node,7,7,1,2.2857142857142856,29,0,0
| Page 212 | does,/node,7,8,0.875,2.875,33,0,0
| Page 220 | does,/node,7,7,1,5,34,0,0
| Page 221 | does,/node,7,8,0.875,5.125,32,0,0
| Page 223 | does,/node,7,7,1,3.142857142857143,31,0,0
| Page 224 | does,/node,7,7,1,2.7142857142857144,32,0,0
| Page 231 | does,/node,7,7,1,1.1428571428571428,27,0,0
| Page 233 | does,/node,7,7,1,2.857142857142857,30,0,0
| Page 244 | does,/node,7,7,1,3,32,0,0
| Page 257 | does,/node,7,7,1,4.714285714285714,34,0,0
| Page 258 | does,/node,7,7,1,3.7142857142857144,30,0,0
| Page 2613 | does,/node,7,7,1,2.5714285714285716,30,0,0
| Page 2857 | does,/node,7,7,1,1,26,0,0
| Page 2982 | does,/node,7,6,1.1666666666666667,4.5,29,0,0
| Page 303 | does,/node,7,7,1,2.4285714285714284,25,0,0
| Page 3219 | does,/node,7,7,1,4,29,0,0
| Page 330 | does,/node,7,7,1,2.857142857142857,30,0,0
| Page 334 | does,/node,7,7,1,2.2857142857142856,28,0,0
| Page 336 | does,/node,7,7,1,0.14285714285714285,25,0,0
| Page 344 | does,/node,7,8,0.875,2,34,0,0
| Page 3494 | does,/node,7,7,1,4,29,0,0
| Page 3499 | does,/node,7,7,1,1.1428571428571428,26,0,0
| Page 353 | does,/node,7,7,1,3.142857142857143,29,0,0
| Page 3577 | does,/node,7,7,1,1.8571428571428572,28,0,0
| Page 360 | does,/node,7,7,1,1.7142857142857142,26,0,0
| Page 377 | does,/node,7,7,1,1.8571428571428572,28,0,0
| Page 450 | does,/node,7,7,1,5,29,0,0
| Page 4642 | does,/node,7,7,1,1,24,0,0
| Page 483 | does,/node,7,7,1,1.5714285714285714,28,0,0
| Page 522 | does,/node,7,7,1,1.8571428571428572,31,0,0
| Page 532 | does,/node,7,7,1,3.2857142857142856,30,0,0
| Page 557 | does,/node,7,7,1,0.7142857142857143,28,0,0
| Page 558 | does,/node,7,7,1,3.5714285714285716,31,0,0
| Page 593 | does,/node,7,7,1,0.42857142857142855,25,0,0
| Page 604 | does,/node,7,7,1,0.2857142857142857,25,0,0
| Page 621 | does,/node,7,7,1,2.857142857142857,27,0,0
| Page 635 | does,/node,7,7,1,1.5714285714285714,30,0,0
| Page 641 | does,/node,7,7,1,2.857142857142857,27,0,0
| Page 679 | does,/node,7,7,1,3.2857142857142856,29,0,0
| Page 680 | does,/node,7,7,1,4.857142857142857,31,0,0
| Page 695 | does,/node,7,7,1,1.4285714285714286,25,0,0
| Page 705 | does,/node,7,7,1,1.7142857142857142,27,0,0
| Page 860 | does,/node,7,7,1,1,28,0,0
| Page 935 | does,/node,7,7,1,5.285714285714286,32,0,0
2022 RFA - Division of State Initiatives Job Readiness Training | does,/node/1636146,6,6,1,1.5,26,0,0
2022 RFA - Division of State Initiatives Job Readiness Training | does,/publication/2022-rfa-division-state-initiatives-job-readiness-training,6,6,1,3.1666666666666665,21,0,0
DC Department of Employment Services Launches Modernized Website | does,/release/dc-department-employment-services-launches-modernized-website,6,6,1,4.333333333333333,21,0,0
DC Government & Private Sector Unite for the Region's Largest Event to Empower Impacted Federal Workers | does,/release/dc-government-private-sector-unite-regions-largest-event-empower-impacted-federal-workers,6,3,2,6,14,0,0
DOES 2018 Program Guide | does,/page/does-2018-program-guide,6,6,1,4,17,0,0
DOES Executive Team Biographies | does,/am/node/1411226,6,6,1,1.6666666666666667,28,0,0
DOES Outreach Strategic Plan | does,/page/does-outreach-strategic-plan,6,6,1,18.5,25,0,0
DOES and OCTO Announce New Paid Internship Program for DCIA Graduates | does,/release/does-and-octo-announce-new-paid-internship-program-dcia-graduates-one,6,6,1,18.166666666666668,16,0,0
Department of Employment Services Launches Cutting-Edge Unemployment Insurance Benefits System | does,/release/department-employment-services-launches-cutting-edge-unemployment-insurance-benefits-system,6,6,1,5.166666666666667,18,0,0
"District of Columbia Economy Reflects Job Growth, Unemployment Rate at 5.6 Percent in March | does",/node/1776561,6,6,1,3.8333333333333335,28,0,0
District of Columbia Unemployment Rate at 5.9 Percent in May | does,/release/district-columbia-unemployment-rate-59-percent-may,6,4,1.5,15.5,19,0,0
Employee Rights and Obligations Information Sheet | does,/node/183312,6,3,2,63.666666666666664,22,0,0
Federal American Rescue Plan Further Extends Unemployment Benefits for DC Workers | does,/release/federal-american-rescue-plan-further-extends-unemployment-benefits-dc-workers,6,6,1,0.8333333333333334,27,0,0
Federal Government Employees Frequently Asked Questions | does,/node/1767356,6,6,1,5.5,29,0,0
First Source Semi- Annual Report | does,/page/first-source-semi-annual-report,6,7,0.8571428571428571,4.857142857142857,20,0,0
NOTICE OF FUNDING AVAILABILITY (NOFA) FISCAL YEAR 2021 (FY21) | does,/page/notice-funding-availability-nofa-fiscal-year-2021-fy21,6,2,3,322,19,0,0
Occupational Skills Training | does,/es/service/occupational-skills-training,6,6,1,17.666666666666668,21,0,0
Page not found | does,"/page/medicare-fee-scheduleMedicare Fee ScheduleThe District of Columbia Workers’ Compensation Act, DC Code, as amended, § 32-1507(a-1) (5) provides in pertinent part: Each provider of medical care or services pursuant to this chapter shall use ...",6,1,6,28,17,0,0
Page not found | does,/page/resources-impacted-federal-workers',6,5,1.2,8,22,0,0
Page not found | does,/page/unemploymentcompensation,6,6,1,2.8333333333333335,27,0,0
Page not found | does,/service/ui-,6,3,2,159,20,0,0
Page not found | does,/service/unemployment-compensation-federal-employees,6,4,1.5,29.25,25,0,0
Page not found | does,/service/unemployment-insurance-employers,6,4,1.5,8,21,0,0
Page not found | does,/service/unemployment-insurance-ui,6,5,1.2,5.4,22,0,0
Page not found | does,/service/youth-work-permit,6,4,1.5,1.75,19,0,0
Patient Care Technician | does,/es/node/1745081,6,4,1.5,40.5,23,0,0
Publications | Page 2 | does,/publications,6,6,1,7.166666666666667,23,0,0
Registration Questions | does,/am/service/registration-questions,6,6,1,11.666666666666666,29,0,0
Reporting Questions | does,/node/157172,6,6,1,3.5,19,0,0
Services | Page 3 | does,/services/wkr_comp.shtm,6,5,1.2,24.8,17,0,0
Services | does,/services/office-wage-hour-compliance.,6,3,2,8.333333333333334,22,0,0
UI Tax for Employers | does,/am/page/ui-tax-employers,6,3,2,50.666666666666664,19,0,0
Utility Workforce Training Coming to D.C. | does,/release/utility-workforce-training-coming-dc,6,4,1.5,7.5,14,0,0
Washington Metro’s Unemployment Rate at 3.2% | does,/release/washington-metro’s-unemployment-rate-32,6,4,1.5,10.75,17,0,0
We are sorry; the page you requested is no longer available. | does,/node/154152,6,6,1,4.333333333333333,19,0,0
We are sorry; the page you requested is no longer available. | does,/node/224102,6,5,1.2,2.6,23,0,0
We are sorry; the page you requested is no longer available. | does,/page/frequently-requested-records-forms-and-publications,6,7,0.8571428571428571,4.142857142857143,18,0,0
We are sorry; the page you requested is no longer available. | does,/page/paid-family-leave-0,6,6,1,6.166666666666667,25,0,0
We are sorry; the page you requested is no longer available. | does,/page/post-federal-government-shutdown-information,6,4,1.5,1.25,17,0,0
We are sorry; the page you requested is no longer available. | does,/service/job-seeking-services,6,4,1.5,4,18,0,0
melissa.daley | does,/users/melissadaley,6,2,3,18,15,0,0
rui_footer | does,/rui_footer,6,6,1,3.5,25,0,0
rui_header | does,/rui_header,6,6,1,3.6666666666666665,29,0,0
| Page 1016 | does,/node,6,7,0.8571428571428571,4.428571428571429,24,0,0
| Page 1018 | does,/node,6,6,1,2.6666666666666665,24,0,0
| Page 1094 | does,/node,6,6,1,2.6666666666666665,28,0,0
| Page 1095 | does,/node,6,5,1.2,1.8,25,0,0
| Page 1098 | does,/node,6,6,1,2.8333333333333335,25,0,0
| Page 1160 | does,/node,6,6,1,2.5,26,0,0
| Page 1194 | does,/node,6,6,1,2.8333333333333335,24,0,0
| Page 1216 | does,/node,6,6,1,3.8333333333333335,25,0,0
| Page 1217 | does,/node,6,6,1,3.1666666666666665,28,0,0
| Page 1274 | does,/node,6,6,1,2,27,0,0
| Page 1299 | does,/node,6,7,0.8571428571428571,1,21,0,0
| Page 1304 | does,/node,6,6,1,1.5,23,0,0
| Page 1322 | does,/node,6,6,1,1.1666666666666667,25,0,0
| Page 1329 | does,/node,6,7,0.8571428571428571,3.4285714285714284,24,0,0
| Page 1331 | does,/node,6,6,1,2.1666666666666665,23,0,0
| Page 1333 | does,/node,6,6,1,2,23,0,0
| Page 1342 | does,/node,6,6,1,0,19,0,0
